date,amount,note
15/11/2022,22.62,mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in
30/04/2023,16.53,nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor
29/06/2022,20.09,posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices
26/03/2023,96.94,a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices
21/02/2023,80.29,venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien
24/03/2023,27.55,tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est
22/10/2022,48.14,pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus
26/02/2023,90.65,lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl
20/01/2023,79.2,at turpis a pede posuere nonummy integer non velit donec diam neque
20/07/2022,99.25,magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor
25/05/2023,37.9,dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
05/10/2022,4.64,et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum
01/03/2023,51.41,nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas
12/04/2023,94.63,convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum
11/01/2023,75.88,in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla
29/10/2022,54.0,ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
09/12/2022,13.7,adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a
19/12/2022,91.26,sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel
27/12/2022,46.7,bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede
29/10/2022,81.39,convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in
26/02/2023,64.16,et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing
11/05/2023,41.89,dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum
17/10/2022,24.45,magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque
01/08/2022,87.4,nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat
16/06/2022,57.37,arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in
03/07/2022,57.33,nam congue risus semper porta volutpat quam pede lobortis ligula
17/07/2022,40.58,etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat
30/06/2022,1.11,vivamus in felis eu sapien cursus vestibulum proin eu mi nulla
23/06/2022,82.12,pede justo eu massa donec dapibus duis at velit eu est congue elementum in
02/06/2023,54.51,mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae
26/02/2023,20.93,ut volutpat sapien arcu sed augue aliquam erat volutpat in
21/09/2022,62.0,sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum
05/09/2022,61.85,amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed
05/07/2022,32.21,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis
27/08/2022,85.0,consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus
29/04/2023,28.14,lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta
04/06/2023,46.2,nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget
14/04/2023,65.35,nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula
24/02/2023,95.42,dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus
27/07/2022,57.41,nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed
23/02/2023,49.7,vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget
09/04/2023,2.29,curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam
11/10/2022,54.93,odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae
20/12/2022,93.45,nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede
11/01/2023,21.03,integer pede justo lacinia eget tincidunt eget tempus vel pede morbi
06/11/2022,13.65,dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante
12/09/2022,88.16,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac
14/12/2022,36.2,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum
02/03/2023,68.2,morbi porttitor lorem id ligula suspendisse ornare consequat lectus in
30/06/2022,85.72,aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac
18/06/2022,39.91,dui maecenas tristique est et tempus semper est quam pharetra magna ac
17/12/2022,84.1,a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula
31/12/2022,35.03,dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est
15/10/2022,3.19,integer non velit donec diam neque vestibulum eget vulputate ut ultrices
30/07/2022,10.91,orci mauris lacinia sapien quis libero nullam sit amet turpis
14/08/2022,42.53,eu massa donec dapibus duis at velit eu est congue
17/01/2023,82.64,tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam
17/07/2022,67.52,felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec
25/06/2022,33.17,tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non
25/08/2022,17.04,ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi
21/07/2022,54.72,proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu
17/01/2023,40.59,nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit
25/09/2022,45.45,ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum
08/07/2022,37.85,convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget
27/05/2023,37.94,maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in
23/03/2023,98.97,quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices
05/01/2023,13.43,id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo
18/01/2023,86.69,in lacus curabitur at ipsum ac tellus semper interdum mauris
23/09/2022,30.27,mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris
23/03/2023,51.83,convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh
26/08/2022,99.38,platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis
26/11/2022,30.04,dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend
17/06/2022,8.0,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida
27/08/2022,21.18,aenean sit amet justo morbi ut odio cras mi pede malesuada in
17/01/2023,58.27,sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam
21/07/2022,40.64,quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla
13/08/2022,18.73,vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam
02/06/2023,5.77,nulla sed accumsan felis ut at dolor quis odio consequat
03/08/2022,9.98,sit amet cursus id turpis integer aliquet massa id lobortis
11/08/2022,15.56,nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis
02/12/2022,12.31,id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat
21/04/2023,27.62,at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam
20/07/2022,86.89,nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam
29/06/2022,93.43,platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius
16/01/2023,55.14,cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus
21/12/2022,98.53,sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus
21/06/2022,89.58,morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet
12/03/2023,79.96,lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst
09/07/2022,6.26,ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim
03/02/2023,12.0,dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus
29/06/2022,16.37,turpis a pede posuere nonummy integer non velit donec diam
04/09/2022,96.63,tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at
23/04/2023,18.04,adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula
04/01/2023,32.52,donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est
23/07/2022,47.88,est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu
23/04/2023,34.5,nisi venenatis tristique fusce congue diam id ornare imperdiet sapien
14/10/2022,38.02,vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci
13/07/2022,57.87,urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi
28/08/2022,41.37,mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet
18/07/2022,23.66,dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices
29/07/2022,21.54,consequat lectus in est risus auctor sed tristique in tempus sit amet sem
06/12/2022,71.35,risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet
02/09/2022,51.56,semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus
14/12/2022,80.22,metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci
13/10/2022,52.34,amet sem fusce consequat nulla nisl nunc nisl duis bibendum
16/08/2022,22.65,adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing
02/12/2022,85.01,ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam
17/11/2022,6.73,mauris enim leo rhoncus sed vestibulum sit amet cursus id
26/11/2022,87.37,vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non
11/03/2023,86.46,aenean lectus pellentesque eget nunc donec quis orci eget orci
18/06/2022,43.91,duis bibendum morbi non quam nec dui luctus rutrum nulla
09/09/2022,24.71,eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien
28/10/2022,19.52,enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh
09/12/2022,21.3,sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis
12/02/2023,82.67,amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus
13/08/2022,88.45,orci luctus et ultrices posuere cubilia curae nulla dapibus dolor
01/08/2022,99.66,ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id
06/04/2023,69.58,potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam
09/09/2022,10.74,mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue
18/03/2023,9.49,blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse
08/09/2022,31.17,turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa
11/08/2022,29.69,luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum
02/12/2022,90.8,cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor
24/01/2023,89.67,suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum
18/05/2023,73.47,amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus
06/07/2022,59.41,lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in
14/06/2022,72.7,mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula
07/07/2022,42.61,a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet
15/12/2022,50.35,enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis
04/07/2022,64.88,varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi
08/04/2023,40.94,a ipsum integer a nibh in quis justo maecenas rhoncus aliquam
08/04/2023,72.16,elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit
17/11/2022,17.52,tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque
17/12/2022,20.03,velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla
22/01/2023,51.55,luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut
15/05/2023,61.62,sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec
16/10/2022,47.61,bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt
25/01/2023,59.89,justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat
22/04/2023,60.01,leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue
10/04/2023,80.91,scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum
12/06/2023,25.55,at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum
20/10/2022,72.69,quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla
08/09/2022,15.02,ultrices mattis odio donec vitae nisi nam ultrices libero non
05/02/2023,65.71,luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea
17/10/2022,5.91,pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem
23/10/2022,91.87,blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer
16/10/2022,32.91,vitae consectetuer eget rutrum at lorem integer tincidunt ante vel
21/03/2023,28.52,quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus
09/11/2022,46.11,congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque
13/01/2023,29.58,ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer
27/04/2023,88.83,nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper
06/08/2022,82.99,at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt
17/09/2022,55.47,ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur
13/08/2022,8.8,accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas
07/11/2022,64.12,nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat
21/03/2023,44.71,lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat
19/11/2022,82.07,lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam
15/08/2022,70.03,hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius
14/03/2023,11.89,quisque arcu libero rutrum ac lobortis vel dapibus at diam nam
05/06/2023,42.24,nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique
11/02/2023,86.96,pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi
03/08/2022,8.29,ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis
02/03/2023,93.79,interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue
25/09/2022,22.9,volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet
30/05/2023,62.72,habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla
02/08/2022,7.3,sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum
08/06/2023,69.94,ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque
13/03/2023,37.27,bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit
09/06/2023,78.6,tristique in tempus sit amet sem fusce consequat nulla nisl
27/03/2023,39.33,pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet
06/08/2022,29.45,blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere
15/09/2022,16.36,auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo
02/07/2022,99.35,ut nulla sed accumsan felis ut at dolor quis odio consequat varius
14/04/2023,84.6,neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus
28/02/2023,72.87,et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat
24/06/2022,6.35,donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique
19/03/2023,5.37,quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio
29/08/2022,17.92,integer a nibh in quis justo maecenas rhoncus aliquam lacus
04/07/2022,40.21,porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis
11/04/2023,45.46,ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam
14/06/2022,63.53,ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede
17/12/2022,41.94,consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque
19/07/2022,30.11,vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit
28/06/2022,12.67,pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet
08/12/2022,79.73,blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices
05/01/2023,23.61,in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id
02/06/2023,86.63,metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque
03/05/2023,77.48,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue
10/08/2022,88.97,ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo
04/01/2023,68.19,ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla
04/05/2023,84.45,integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id
27/01/2023,53.77,etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras
26/07/2022,86.12,aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum
08/05/2023,97.93,quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis
26/11/2022,70.65,consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede
23/05/2023,96.61,ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti
29/11/2022,14.55,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna
18/06/2022,37.15,nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a
09/04/2023,69.37,consequat morbi a ipsum integer a nibh in quis justo
21/02/2023,75.06,et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque
24/03/2023,42.33,elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien
11/04/2023,71.86,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum
14/09/2022,75.83,erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia
07/07/2022,12.41,augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in
13/02/2023,28.78,sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci
10/11/2022,3.58,suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis
06/05/2023,40.77,sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum
09/01/2023,58.93,in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum
23/05/2023,58.49,turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque
19/07/2022,62.65,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae
22/12/2022,45.25,venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et
11/09/2022,65.09,viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper
25/05/2023,3.54,vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin
03/08/2022,98.47,posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam
08/03/2023,36.65,consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer
23/11/2022,55.39,sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis
20/02/2023,31.07,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare
02/04/2023,38.64,at velit eu est congue elementum in hac habitasse platea dictumst morbi
20/08/2022,42.07,dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non
16/09/2022,51.74,at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet
07/10/2022,96.49,vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum
28/10/2022,63.03,aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in
19/09/2022,71.62,cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien
22/03/2023,97.19,ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat
21/07/2022,48.61,sem praesent id massa id nisl venenatis lacinia aenean sit amet justo
29/09/2022,16.61,risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam
13/10/2022,70.03,felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat
21/06/2022,78.08,lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet
12/05/2023,54.89,nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis
23/11/2022,15.14,praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi
16/11/2022,18.03,risus auctor sed tristique in tempus sit amet sem fusce
18/08/2022,9.12,lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac
14/11/2022,50.31,luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec
06/09/2022,68.49,nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus
24/04/2023,86.22,metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit
17/06/2022,53.77,ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in
13/05/2023,86.98,vivamus tortor duis mattis egestas metus aenean fermentum donec ut
21/05/2023,21.02,eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis
29/10/2022,90.03,integer aliquet massa id lobortis convallis tortor risus dapibus augue
31/01/2023,98.25,proin at turpis a pede posuere nonummy integer non velit donec diam
28/07/2022,27.99,hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam
03/07/2022,83.64,luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at
13/10/2022,21.12,pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id
25/03/2023,26.31,ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi
08/01/2023,92.94,justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla
24/03/2023,91.75,odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat
29/06/2022,97.74,sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel
15/01/2023,82.31,vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque
07/11/2022,85.15,urna ut tellus nulla ut erat id mauris vulputate elementum
19/10/2022,80.0,lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci
30/08/2022,56.85,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est
13/04/2023,8.55,ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh
11/08/2022,53.37,viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper
12/01/2023,69.23,libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum
07/08/2022,35.91,libero rutrum ac lobortis vel dapibus at diam nam tristique
18/07/2022,82.62,dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis
17/05/2023,42.09,nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel
09/04/2023,74.05,adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis
24/04/2023,1.63,diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque
01/01/2023,48.14,tempor convallis nulla neque libero convallis eget eleifend luctus ultricies
22/08/2022,35.38,ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere
24/11/2022,92.51,tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse
12/08/2022,47.96,magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis
25/06/2022,82.53,sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel
01/11/2022,47.58,pede justo eu massa donec dapibus duis at velit eu est
15/04/2023,50.72,eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue
